28,1392773,4.0
28,1990901,5.0
28,765331,3.0
28,1987434,4.0
28,2193455,4.0
28,1468812,4.0
28,41412,4.0
28,2400678,4.0
28,160977,4.0
28,998229,4.0
28,30878,3.0
28,577397,5.0
28,2615678,5.0
28,1276913,5.0
28,1663216,4.0
28,2196868,5.0
28,1744889,1.0
28,2569320,3.0
28,1174530,4.0
28,1644750,3.0
28,1753259,3.0
28,339448,4.0
28,1778851,5.0
28,1008399,4.0
28,542786,4.0
28,2639583,3.0
28,2433426,4.0
28,948367,5.0
28,488477,3.0
28,1765193,4.0
28,308495,5.0
28,305151,4.0
28,780936,4.0
28,557167,4.0
28,1296163,3.0
28,951709,5.0
28,1294425,4.0
28,2581970,5.0
28,889439,5.0
28,1056998,3.0
28,1227848,5.0
28,2241806,4.0
28,923325,4.0
28,2503691,4.0
28,698478,4.0
28,1640419,3.0
28,2503129,4.0
28,1943087,4.0
28,1048199,4.0
28,2263006,4.0
28,1421919,3.0
28,759018,4.0
28,1780909,3.0
28,1022388,3.0
28,1543292,2.0
28,1373140,4.0
28,247794,4.0
28,847027,3.0
28,649770,4.0
28,180151,4.0
28,2220742,3.0
28,70976,3.0
28,906893,3.0
28,2218269,5.0
28,931626,3.0
28,1086736,3.0
28,1174811,4.0
28,436529,4.0
28,741479,2.0
28,2325737,4.0
28,1120091,4.0
28,461110,4.0
28,2155333,4.0
28,497196,3.0
28,135348,4.0
28,2031699,3.0
28,838130,5.0
28,2206364,4.0
28,2158667,2.0
28,705603,5.0
28,2516053,5.0
28,1033971,4.0
28,837413,4.0
28,622194,5.0
28,2468443,3.0
28,2315451,3.0
28,858362,4.0
28,781833,4.0
28,408856,3.0
28,2209044,4.0
28,441324,5.0
28,2571254,2.0
28,305197,4.0
28,1323338,3.0
28,1567095,3.0
28,723011,4.0
28,1494552,5.0
28,819870,5.0
28,2198355,4.0
28,513841,4.0
28,2586623,4.0
28,401290,5.0
28,2061241,3.0
28,2636158,4.0
28,1646405,4.0
28,914508,3.0
28,2609870,4.0
28,116582,4.0
28,885635,5.0
28,476805,3.0
28,855860,5.0
28,2081171,3.0
28,2534672,3.0
28,567279,4.0
28,214166,4.0
28,184311,5.0
28,2535052,3.0
28,2114550,3.0
28,1539341,3.0
28,1129423,4.0
28,1501288,4.0
28,15191,4.0
28,2418634,3.0
28,860599,4.0
28,1376696,5.0
28,1593530,5.0
28,704862,3.0
28,1219206,3.0
28,643182,5.0
28,92056,4.0
28,2231930,3.0
28,218097,4.0
28,2161899,2.0
28,1574266,3.0
28,827380,3.0
28,2625420,2.0
28,2127722,5.0
28,754267,2.0
28,2204961,4.0
28,1826612,4.0
28,1112372,4.0
28,1606064,2.0
28,2542255,3.0
28,331157,5.0
28,2482518,3.0
28,1906868,4.0
28,984874,4.0
28,209200,5.0
28,141839,2.0
28,285547,3.0
28,1248029,2.0
28,255357,3.0
28,1197032,4.0
28,2340465,4.0
28,326810,3.0
28,346189,3.0
28,2587481,5.0
28,652121,4.0
28,91007,3.0
28,2138987,2.0
28,844049,3.0
28,2503887,5.0
28,2197373,5.0
28,851262,4.0
28,2343417,4.0
28,2105990,4.0
28,1840783,5.0
28,816639,2.0
28,1977128,4.0
28,908205,4.0
28,1348118,4.0
28,1875019,3.0
28,1204327,2.0
28,2567172,4.0
28,499956,3.0
28,680576,5.0
28,740716,4.0
28,2084362,4.0
28,482692,4.0
28,12876,5.0
28,1917657,4.0
28,380963,4.0
28,331341,4.0
28,2239227,4.0
28,1216387,4.0
28,1981733,3.0
28,2023962,2.0
28,2330735,3.0
28,1177203,3.0
28,1812682,3.0
28,2260788,4.0
28,619705,5.0
28,2064672,4.0
28,2151618,5.0
28,2133463,3.0
28,2554555,5.0
28,83540,5.0
